precision,recall,f1-score,support
1.0,0.95,0.9743589743589743,20.0
1.0,0.975609756097561,0.9876543209876543,41.0
1.0,0.8666666666666667,0.9285714285714286,15.0
0.9166666666666666,1.0,0.9565217391304348,11.0
1.0,1.0,1.0,4.0
0.75,1.0,0.8571428571428571,3.0
0.9705882352941176,1.0,0.9850746268656716,66.0
0.975,0.975,0.975,0.975
0.9481792717086834,0.9703252032520325,0.9556177067224315,160.0
0.9774509803921567,0.975,0.9751104446952652,160.0
